% drifting stream generated from small.arff
% seed: 5
% length: 800
% sudden drift begins at instance 400 (0-based; the 401st @data row)
% pre-drift class weights: 0=0.4256, 1=0.2292, 7=0.1548, 4=0.1042, 5=0.0595, 6=0.0149, 2=0.0060, 3=0.0060
% post-drift class weights: 0=0.0578, 1=0.1073, 7=0.1589, 4=0.2361, 5=0.4131, 6=0.0149, 2=0.0060, 3=0.0060
% post-drift label map: 0->1, 1->0, 7->4, 4->7, 5->5, 6->6, 2->2, 3->3
% pre-drift realized counts: {'0': 165, '1': 93, '2': 1, '3': 2, '4': 48, '5': 28, '6': 3, '7': 60}
% post-drift realized counts: {'0': 35, '1': 21, '2': 3, '3': 2, '4': 64, '5': 176, '6': 5, '7': 94}
% jitter is gaussian noise at --jitter * feature std; class values match the source file
% class codes are categories (see learning/resources/data/README.md); do not use them as features
@relation small_stream
@attribute A1 NUMERIC
@attribute A2 NUMERIC
@attribute A3 NUMERIC
@attribute A4 NUMERIC
@attribute A5 NUMERIC
@attribute A6 NUMERIC
@attribute A7 NUMERIC
@attribute class {0,1,2,3,4,5,6,7}
@data
52.4824,80.0471,47.9965,5.00162,71.5819,39.272,38.5239,5
73.2576,77.9588,47.6787,5.00915,75.9058,52.3269,15.6378,5
63.0409,83.7539,48.7488,4.98183,4.50887,38.932,22.3133,4
63.3159,69.2038,48.3154,4.9936,63.7933,39.2148,29.8721,5
85.4043,55.0264,47.7633,5.00911,63.259,81.7578,84.4546,7
6.34432,53.0352,48.3943,5.0067,7.48918,86.1245,86.8656,7
86.3431,53.3036,48.2327,5.01297,53.4096,53.3386,34.4947,2
53.463,79.6119,48.4558,5.00428,72.0459,38.1781,38.9664,5
1.96574,37.1401,48.2622,4.99785,57.8809,40.8814,48.9341,1
68.5414,60.1687,48.4518,5.01389,79.4882,40.8725,19.5786,5
84.0233,49.4482,48.5288,5.00665,54.8258,76.7307,73.6813,7
45.4407,48.4761,47.631,5.00202,63.4916,74.3733,76.6063,7
45.3894,51.4066,48.1468,5.00945,47.0106,25.6359,34.8995,1
5.25981,49.5014,48.4109,5.02292,27.6155,21.4522,32.8342,1
56.6532,67.5143,48.1369,4.99532,77.7805,35.8928,46.2101,5
66.0148,84.688,47.9053,5.00747,73.4819,52.6097,36.6439,5
63.7114,84.7226,48.1333,4.99608,35.9022,47.7296,2.84166,4
61.7469,81.2838,47.2037,5.00702,47.0027,35.1313,4.40719,4
5.97457,76.9007,1.01336,5.00153,76.1735,59.2931,51.9738,5
70.8048,61.0091,47.7301,4.98649,78.2458,39.3236,22.6885,5
61.4116,41.6984,47.8914,4.999,58.3806,78.3251,80.0643,7
74.0964,39.7417,47.2943,4.99284,4.87036,58.693,61.8831,7
87.2507,54.3718,47.3722,4.97956,61.8684,80.374,82.2917,7
64.7923,85.5493,48.2071,5.0026,73.7521,54.4912,38.3684,5
66.1774,86.8003,47.7032,5.01144,73.2078,6.02602,24.669,5
76.7271,76.6274,48.3609,4.98983,83.7464,57.9308,3.1858,5
64.2579,56.9146,48.2124,5.00953,7.07922,33.8076,27.241,5
63.5315,78.6137,47.7575,5.00307,4.91128,35.6402,37.2487,4
52.516,81.1407,48.2668,5.01644,71.577,36.0016,37.3922,5
62.7188,69.2275,49.1218,4.99687,64.0052,42.055,27.3717,5
64.4355,57.8962,47.7521,5.01077,7.14014,33.7887,26.4973,5
76.3074,67.7557,47.9029,5.00635,83.0819,3.02554,28.9219,5
62.6364,67.5926,49.0367,4.99962,64.6962,42.2693,30.0571,5
68.1224,76.0078,47.2655,4.99533,84.4102,45.3589,26.9914,5
67.2811,84.3513,47.8289,5.01982,73.6941,54.9911,39.3374,5
68.3931,54.8603,1.25653,4.99845,65.4536,56.2858,17.9234,6
73.2987,24.8864,47.4493,5.01172,57.2692,76.5166,77.3165,7
7.08759,53.8624,47.8684,4.99718,6.19732,86.094,87.3073,7
73.0203,73.7822,46.8259,5.0094,29.7746,51.2909,52.1475,4
69.8964,76.0838,48.2268,5.02057,83.3604,45.1813,30.0571,5
52.2054,50.2137,47.8093,5.01586,4.61085,86.5732,88.2016,0
60.2211,57.2838,47.8659,4.99677,53.8315,8.63977,82.194,0
81.9953,39.4907,47.4811,5.00405,65.6618,79.7085,83.247,7
62.3657,55.8984,48.0385,4.98253,6.32427,34.2909,27.0932,5
21.9161,32.7799,47.9096,5.00407,51.2596,28.8911,39.4302,1
69.0671,65.893,47.7152,5.00877,40.757,4.16938,25.0117,4
66.8058,36.5396,47.2684,4.99892,52.982,64.1065,67.355,7
62.1492,69.2984,48.0837,4.98936,64.2946,42.6503,25.8873,5
71.7457,86.9926,48.0225,4.99834,17.5247,54.9881,21.4555,4
8.33558,6.94258,48.1582,4.99774,59.3044,72.2025,64.6912,0
84.1203,54.9668,48.2543,5.00422,63.521,81.7942,83.7394,7
74.3887,76.0124,48.0072,5.01392,74.881,55.0482,16.8118,5
77.4807,55.0902,47.5289,4.99168,52.0755,77.5446,72.8361,7
78.705,67.9656,47.6564,4.99718,83.5771,5.50386,28.5162,5
72.576,71.7783,47.5631,4.99997,66.9273,44.3946,34.7683,5
79.9949,51.7711,48.2517,5.00407,55.2732,75.3793,10.5763,7
76.3159,57.1367,48.1258,4.98933,87.449,52.8279,2.4804,5
64.898,49.1482,0.870469,4.98442,52.514,55.3543,37.4355,6
47.3126,55.0978,47.3402,5.00912,57.0927,70.1289,72.2185,0
57.2811,7.02656,47.3552,4.9883,58.7607,74.2033,74.6714,7
69.5474,77.3661,48.4462,4.99719,43.1417,43.5834,43.0245,4
79.2252,45.5205,48.2011,4.99826,41.4282,67.3809,67.331,7
68.5517,9.50767,47.8641,5.01145,45.5095,55.4482,26.1501,4
68.0722,76.5655,48.5341,5.00115,83.1978,44.5045,25.8941,5
62.3696,80.3774,48.1965,4.98382,36.473,38.4144,43.5733,4
72.1679,26.8632,48.1074,4.99464,56.8673,74.6477,80.3976,7
61.8566,6.13259,48.9791,5.00376,43.4328,40.2528,40.7521,4
83.6464,47.3269,47.8742,4.98319,65.1769,75.5374,77.259,7
68.9534,82.094,48.1682,4.99563,74.3651,55.1706,38.1061,5
43.5946,37.2368,48.2991,4.9965,53.6645,32.326,44.9854,1
3.22931,29.0058,47.9764,5.00613,41.8893,30.5913,38.6624,1
77.483,55.4303,48.5362,5.00287,50.2645,77.0466,73.7468,7
61.7146,74.9313,48.1657,4.99871,51.4718,33.0817,33.2491,5
-0.618645,49.0887,47.4519,4.98502,34.3162,67.5988,43.6097,0
5.75525,60.7363,47.9017,5.01575,55.5498,50.6849,41.9788,4
69.6588,47.5946,0.634061,4.99785,60.3685,55.3975,27.0349,6
7.33531,39.0073,0.870591,5.00454,51.4091,83.4888,83.4515,3
58.007,37.9249,48.1822,4.9997,5.39956,50.0752,32.4452,7
3.60093,64.9918,48.5863,4.97387,31.4061,93.6122,91.5715,0
