% drifting stream generated from medium.arff
% seed: 5
% length: 2000
% sudden drift begins at instance 1000 (0-based; the 1001st @data row)
% pre-drift class weights: 6=0.4488, 5=0.2975, 7=0.1797, 8=0.0357, 4=0.0333, 3=0.0041, 9=0.0010
% post-drift class weights: 6=0.1849, 5=0.2790, 7=0.4619, 8=0.0357, 4=0.0333, 3=0.0041, 9=0.0010
% post-drift label map: 6->5, 5->6, 7->8, 8->7, 4->4, 3->3, 9->9
% pre-drift realized counts: {'3': 6, '4': 33, '5': 289, '6': 448, '7': 183, '8': 40, '9': 1}
% post-drift realized counts: {'3': 1, '4': 27, '5': 171, '6': 298, '7': 35, '8': 466, '9': 2}
% jitter is gaussian noise at --jitter * feature std; class values match the source file
@relation medium_stream
@attribute A1 NUMERIC
@attribute A2 NUMERIC
@attribute A3 NUMERIC
@attribute A4 NUMERIC
@attribute A5 NUMERIC
@attribute A6 NUMERIC
@attribute A7 NUMERIC
@attribute A8 NUMERIC
@attribute A9 NUMERIC
@attribute A10 NUMERIC
@attribute A11 NUMERIC
@attribute class NUMERIC
@data
7.15378,0.281507,0.303516,1.77255,0.0531568,19.1676,96.5083,0.990818,3.1569,0.506578,11.4949,6
7.06872,0.318601,0.326834,14.5457,0.0405429,45.5854,149.516,0.994951,3.37887,0.498316,12.4871,7
6.10428,0.213796,0.489792,1.5774,0.0516121,17.3519,87.3481,0.992797,3.30504,0.459676,9.62383,6
6.6749,0.349011,0.45142,6.89217,0.0566606,29.4114,165.15,0.995022,3.15198,0.444925,9.4523,6
7.4415,0.332543,0.314188,11.1906,0.0363504,25.2367,117.827,0.996493,3.14588,0.337256,10.5162,5
6.54257,0.211666,0.361651,5.66757,0.0424294,46.3131,197.859,0.993797,3.2359,0.49461,10.0692,5
8.35108,0.215581,0.386946,14.5703,0.0542274,32.149,124.831,1.00034,3.21339,0.494675,9.80023,6
6.11718,0.67548,0.517486,1.37943,0.0365122,33.1798,118.052,0.990282,3.23606,0.453703,11.9613,5
7.4354,0.179894,0.235576,1.14273,0.0476344,20.6417,106.586,0.994001,3.51113,0.637493,10.4772,8
5.95321,0.176569,0.273537,4.80155,0.0394506,51.1161,138.122,0.991597,3.15481,0.444181,11.391,5
6.68525,0.345452,0.479948,9.11652,0.0556339,35.1893,165.973,0.996182,3.03239,0.476374,9.33695,6
6.543,0.247581,0.379643,8.34623,0.042453,55.8043,186.045,0.995825,3.20753,0.463753,9.20141,6
6.88256,0.178517,0.38106,8.40192,0.047996,44.2854,176.016,0.99578,3.30362,0.546822,9.80694,5
6.86487,0.278295,0.226822,10.1109,0.0518552,35.5568,129.919,0.996973,3.08674,0.449224,9.66597,6
6.02354,0.156404,0.296493,6.60688,0.0418058,42.0831,150.163,0.994993,3.63005,0.464609,10.6196,6
6.72402,0.257442,0.559041,11.8367,0.0425539,63.3526,229,0.996911,3.03347,0.631657,9.36692,6
8.65229,0.49602,0.285748,4.39064,0.027697,19.6279,102.355,0.991923,3.00527,0.383183,12.3548,6
6.45759,0.275216,0.276212,8.49281,0.046991,54.3301,210.42,0.996289,3.09182,0.541573,8.93327,4
6.78515,0.336039,0.354927,8.7321,0.0275034,42.9073,132.226,0.993045,3.282,0.348724,11.9877,8
5.89473,0.288709,0.294775,1.63979,0.0285626,36.8927,146.332,0.98909,3.40163,0.409577,12.9065,8
7.82803,0.225291,0.35512,1.40967,0.0559548,20.5763,154.435,0.992971,3.21109,0.529765,10.4036,5
7.5703,0.251206,0.334566,1.19254,0.0580011,34.0079,176.153,0.994004,3.10038,0.508007,9.40844,6
6.6032,0.251542,0.298169,12.6747,0.0601373,51.2561,178.681,0.998435,3.50249,0.468435,9.91134,5
7.04306,0.26016,0.303809,1.94625,0.0306697,12.7465,131.081,0.991782,3.19637,0.503646,11.3734,6
7.03182,0.281953,0.320632,7.55835,0.0317988,28.7413,113.359,0.991589,3.11408,0.641747,12.8327,8
8.36954,0.173169,0.30764,5.7128,0.0512041,47.8182,148.1,0.995125,3.23144,0.363997,9.71451,6
7.80767,0.154401,0.645828,17.2565,0.0490038,67.9385,209.995,1.00055,3.1632,0.510374,9.23242,8
6.66563,0.263216,0.224223,8.58006,0.0492965,55.2898,202.121,0.995558,3.24916,0.417022,10.1712,6
7.03215,0.14911,0.281482,14.8187,0.050574,28.5522,148.34,0.997983,2.95102,0.387502,8.96591,8
6.26304,0.400393,0.2378,5.03465,0.0381269,41.2287,134.8,0.991986,3.23896,0.435439,11.2989,5
6.80084,0.325447,0.432077,1.24306,0.0514374,4.23463,63.7483,0.993795,3.2754,0.460796,10.7061,6
6.55366,0.330263,0.30155,4.17815,0.0373325,34.7258,88.2571,0.990801,3.24376,0.63615,12.4301,8
7.15421,0.439984,0.225102,5.77207,0.0353547,22.9889,98.7777,0.990443,3.16178,0.582009,13.227,8
6.79354,0.356206,0.240515,4.36016,0.0388974,22.9357,124.192,0.990808,3.26462,0.338072,12.5289,8
6.23616,0.17234,0.225572,5.75662,0.0490614,45.1651,142.104,0.993917,3.09544,0.541213,10.0207,6
8.00642,0.431074,0.427954,7.50448,0.0338254,34.8621,140.817,0.991484,2.98788,0.385511,13.3136,8
6.34736,0.282636,0.579311,0.889113,0.0623388,14.4051,119.882,0.992509,3.0598,0.414434,9.56568,6
6.72473,0.467692,0.29942,4.80873,0.0343207,28.7631,131.339,0.990591,3.28867,0.449788,12.9982,8
7.25515,0.582151,0.203896,10.5415,0.0849176,17.6106,92.497,0.9968,3.13172,0.395117,9.34152,6
5.92746,0.366684,0.302708,1.65214,0.0337848,36.4551,95.9576,0.989669,3.36346,0.55706,11.9655,8
6.85396,0.183912,0.330114,1.49289,0.043771,62.7915,149.302,0.992573,3.43767,0.524167,10.7207,6
6.14141,0.406305,0.216127,2.10918,0.0218911,5.48075,54.4047,0.989304,3.03616,0.789322,13.0139,8
6.28865,0.208957,0.562669,9.71942,0.0792441,34.8349,129.162,0.996169,2.95071,0.460518,8.83943,6
6.60459,0.212439,0.306335,10.869,0.0384095,46.8391,167.592,0.997962,3.40806,0.431876,9.88769,8
7.42332,0.191331,0.48618,7.03688,0.0360881,14.6598,111.098,0.993698,3.20801,0.391277,11.0188,8
6.54858,0.218929,0.244244,17.1698,0.0486116,44.2299,137.732,1.00034,3.29355,0.371083,8.81802,6
7.1904,0.408961,0.520524,1.57274,0.148808,45.6148,147.69,0.994761,3.0798,0.5611,8.70567,6
8.24238,0.191926,0.497567,1.37835,0.0386538,34.9592,167.501,0.993827,3.04219,0.377269,10.0897,6
6.43944,0.295851,0.209997,10.0766,0.0419596,36.2838,117.503,0.993255,2.98538,0.33554,10.9863,5
6.75871,0.222075,0.315182,2.98501,0.047796,38.8193,123.142,0.991251,3.06606,0.634866,10.9304,8
5.67955,0.283587,0.30167,3.94066,0.0263506,34.8063,103.961,0.989969,3.23826,0.574377,12.7082,5
6.67773,0.153207,0.364997,1.45842,0.0374522,44.0794,127.086,0.989513,3.18573,0.507334,12.4029,8
6.41925,0.31686,0.265796,4.78426,0.0356617,19.0283,121.369,0.991565,3.35488,0.705302,12.5322,5
6.65919,0.382736,0.286879,2.65573,0.0437596,18.16,65.8841,0.989402,3.21478,0.466632,13.3099,5
7.28586,0.183476,0.654801,1.33069,0.0466832,28.0986,160.179,0.994309,3.33172,0.617579,9.36601,5
7.00931,0.246062,0.295096,12.6556,0.0332294,70.9038,173.298,0.995646,2.98492,0.572221,10.3769,5
6.93642,0.280732,0.365851,9.53235,0.0347473,15.9629,78.0207,0.994757,3.0539,0.544156,11.0607,6
6.5492,0.242331,0.317111,7.50469,0.0379828,48.9544,201.79,0.995855,3.46434,0.538138,9.72299,8
5.92352,0.2217,0.334872,12.0195,0.032487,25.6956,99.8711,0.993736,3.17878,0.421225,11.2686,8
6.61575,0.174799,0.275233,10.1833,0.0375272,28.3126,116.184,0.994747,3.11412,0.444495,10.9857,8
6.37966,0.205441,0.336538,15.5891,0.0414773,54.9011,139.499,0.996969,3.10899,0.375282,10.6418,6
7.27809,0.276194,0.434207,1.33603,0.0334205,29.1628,141.794,0.991721,3.17815,0.425101,10.7536,4
6.53619,0.269814,0.334492,3.05674,0.0409636,29.5446,122.941,0.991198,3.27666,0.477315,12.1025,8
6.71163,0.411806,0.233173,5.00806,0.0342104,34.8302,114.27,0.99029,3.113,0.439105,12.9397,8
7.08426,0.0847175,0.300912,5.95279,0.0329828,22.5748,135.035,0.992967,2.99802,0.385436,10.9453,5
7.59864,0.30577,0.487498,4.38489,0.0421615,27.0707,128.536,0.9912,3.07828,0.661018,12.7537,8
6.60884,0.344734,0.242074,3.54414,0.0341071,29.631,98.2083,0.990419,3.09038,0.409806,12.3819,8
6.06665,0.35705,0.396231,3.01541,0.0270467,20.1319,122.118,0.990891,3.38548,0.391988,11.2603,8
6.67429,0.224035,0.265139,1.18975,0.0601987,33.2986,156.653,0.99323,3.24198,0.559135,9.55694,5
6.71546,0.399111,0.237295,5.06469,0.0330774,32.7485,115.011,0.990199,3.11405,0.444589,12.9628,8
6.6786,0.904219,0.179769,0.540139,0.0497226,15.17,203.813,0.993338,3.33776,0.549677,10.0302,6
6.55668,0.13771,0.355571,0.985575,0.0379136,47.9749,114.378,0.991049,3.40994,0.504982,11.4154,7
5.2954,0.583903,0.0696069,7.12185,0.0448769,34.0473,146.797,0.99458,3.34226,0.571467,9.70791,5
9.82751,0.306614,0.487785,15.3036,0.0463876,13.6583,122.419,1.00014,3.18827,0.443772,9.47405,6
6.48497,0.456346,0.320408,5.22464,0.0275737,14.3416,69.1862,0.991662,3.24634,0.602368,11.6101,8
7.03932,0.440945,0.370748,2.56988,0.0407939,33.9348,128.532,0.98947,3.06473,0.423009,13.5141,8
6.78608,0.271622,0.234518,4.2934,0.0985681,36.7852,128.616,0.9942,3.15196,0.494636,9.58727,5
6.98488,0.32217,0.345429,0.90249,0.0416709,19.6741,68.4528,0.991288,3.30826,0.644098,12.0333,8
6.79433,0.264704,0.255743,3.64322,0.0782034,36.5247,216.429,0.99544,3.30407,0.674942,9.5555,6
5.95506,0.27922,0.273541,15.5773,0.0364976,30.3756,132.18,0.994087,3.19762,0.440236,12.9949,8
7.86944,0.260719,0.327774,11.0216,0.0391847,72.9495,211.597,0.996809,2.92439,0.488005,9.47047,5
6.98295,0.441638,0.241151,12.1105,0.0577413,67.7567,207.1,0.996977,3.03679,0.504888,9.52138,6
6.01259,0.264687,0.247026,0.750661,0.0533533,65.2187,151.248,0.992584,3.20825,0.62771,10.3078,5
6.68855,0.211465,0.356731,8.3777,0.0176052,21.508,85.4723,0.991386,3.19012,0.225018,13.4017,8
5.79597,0.248054,0.261482,13.3071,0.0501548,43.3438,145.726,0.997036,3.29787,0.368937,9.24081,6
5.45527,0.208769,0.150539,12.5459,0.0508624,31.8774,111.799,0.995628,3.39011,0.374611,10.8819,5
7.29479,0.215877,0.406831,14.5426,0.0422782,44.3061,125.412,0.99976,3.35207,0.40679,8.94092,8
6.94874,0.19195,0.346445,7.12679,0.0454207,49.2376,122.452,0.993196,3.10294,0.445925,10.7114,8
5.92581,0.258004,0.29055,2.85682,0.0409756,36.7418,143.78,0.989631,3.22515,0.382366,12.7254,8
6.71458,0.182252,0.369097,1.67606,0.0257204,39.9224,124.365,0.989448,3.24091,0.372868,12.7128,8
7.0049,0.341732,0.0983786,3.64504,0.0453483,17.7381,64.5315,0.993645,3.00571,0.391554,9.33503,6
6.05886,0.241647,0.293206,1.9951,0.0340245,28.5676,91.2874,0.992164,3.38959,0.695525,10.8246,8
7.15487,0.266529,0.283955,10.5803,0.0414937,26.7825,111.911,0.993315,3.04575,0.51599,11.6285,8
7.90672,0.186896,0.333032,1.00899,0.0339463,21.0196,67.6646,0.99244,3.12127,0.381734,10.3686,8
7.66147,0.291847,0.41827,14.9832,0.0463456,45.5659,211.532,0.999031,3.17655,0.631411,9.19594,6
6.04783,0.268219,0.17818,6.73314,0.0552353,49.4846,191.666,0.996075,3.19782,0.421527,8.9279,6
6.75725,0.483142,0.482608,3.09914,0.0311824,27.3156,121.925,0.989306,3.12979,0.403187,12.9494,5
8.23393,0.283202,0.419204,1.77188,0.0319748,29.6946,95.8964,0.991333,3.09405,0.389544,11.5149,6
6.63188,0.189488,0.391284,0.675565,0.0315473,13.3361,73.1175,0.989058,3.31299,0.384137,12.9724,8
7.04812,0.397466,0.20975,11.3563,0.0982254,15.1834,90.4268,0.996487,3.02206,0.472237,9.25516,6
6.60543,0.377741,0.151349,5.20324,0.0431575,25.8038,82.8768,0.993055,3.12804,0.384062,10.3461,5
7.42793,0.162427,0.269979,15.7246,0.0501518,24.2729,133.583,0.998243,2.90166,0.423346,8.63965,8
5.55808,0.347094,0.362325,0.969907,0.0383969,6.55682,75.6389,0.990143,3.376,0.334801,11.4149,6
6.04981,0.278346,0.297539,15.0135,0.0445589,13.0463,144.546,0.99663,3.11727,0.531424,10.2862,5
7.53801,0.186071,0.30832,11.8544,0.0496824,23.8969,92.9415,0.996596,3.19194,0.43624,9.55546,8
7.81391,0.271265,0.316894,9.52095,0.036489,34.91,115.826,0.995289,3.17683,0.391932,10.3252,8
8.16685,0.260947,0.328647,2.62516,0.0520043,11.0724,70.4913,0.994015,2.88198,0.481773,9.54205,6
5.60821,0.247764,0.576151,10.7785,0.0557195,66.2364,168.29,0.994442,3.25022,0.60536,10.3894,8
5.50864,0.491387,-0.000676954,1.47608,0.0640066,9.22713,102.577,0.994288,3.63719,0.41065,9.72936,4
7.44371,0.268079,0.263157,11.5814,0.0537093,55.7266,170.178,0.996918,3.10593,0.599292,9.80299,6
6.16981,0.29369,0.473266,1.30488,0.0496597,50.0093,187.05,0.992635,3.19421,0.448332,9.53545,6
6.8897,0.283699,0.319439,7.04244,0.0419428,46.8394,167.627,0.994647,3.27646,0.56595,10.5933,8
6.58248,0.355586,0.281813,6.3103,0.0300417,13.8836,92.0625,0.990484,3.17382,0.279212,12.8005,8
6.53582,0.261165,0.731675,13.3903,0.0440122,69.8192,223.891,0.997201,3.17977,0.540061,9.54853,5
6.893,0.343823,0.368152,1.00824,0.0316369,13.4509,142.99,0.992019,3.07287,0.512493,9.87158,6
7.83592,0.256378,0.300173,3.30515,0.0261247,21.4497,105.492,0.990349,2.99566,0.471976,12.0835,8
7.93141,0.261121,0.251656,19.0917,0.0457236,50.7723,205.739,1.00052,3.04424,0.49825,9.191,5
7.06962,0.252128,0.381851,2.12357,0.0344804,29.5021,122.131,0.990727,3.2676,0.426915,12.194,7
5.33771,0.21147,0.293545,0.285065,0.028782,10.9967,67.7586,0.992219,3.29607,0.400528,9.87774,6
6.16203,0.470004,0.212376,1.33466,0.0445986,13.4812,96.5842,0.993587,3.13639,0.467341,9.26898,6
6.06161,0.345764,0.311831,12.3917,0.0548708,45.7051,242.216,0.997656,3.15754,0.47943,8.59273,6
5.52357,0.487758,0.136354,4.80734,0.0387234,16.7825,114.862,0.990817,3.42915,0.901241,13.6238,8
7.47413,0.192536,0.298714,12.8591,0.0537449,48.6808,231.531,0.99863,3.14654,0.488918,9.04906,8
8.04161,0.218187,0.423035,14.8634,0.0439044,44.7643,163.374,1.00026,3.21299,0.693,8.6486,8
6.77715,0.176867,0.284142,10.228,0.0392326,30.1572,109.701,0.993976,3.11071,0.455839,10.9414,8
6.60102,0.247698,0.355043,14.0463,0.0687944,42.4211,166.347,0.998911,3.5692,0.468636,9.69914,6
5.56129,0.262962,0.171164,1.42683,0.0335408,16.8899,139.852,0.991865,3.32409,0.347627,10.2645,5
8.15148,0.341195,0.494769,8.4335,0.0456852,55.8343,219.046,0.995771,3.07648,0.528916,10.6923,5
6.13259,0.219578,0.228198,3.00737,0.0523532,14.1577,103.874,0.994808,3.15434,0.426642,8.7704,6
6.26852,0.125154,0.415219,1.13309,0.0412405,61.5954,149.597,0.990759,3.12595,0.728559,11.2021,8
3.8469,0.222423,0.396019,4.06001,0.0284018,28.2107,116.66,0.988883,3.56947,0.360893,12.8457,7
6.03133,0.282303,0.242634,1.58853,0.0414331,7.7695,102.751,0.992838,3.08476,0.554342,9.02531,6
7.69878,0.437174,0.239905,10.8505,0.0291993,40.2537,166.495,0.994601,3.11686,0.436893,11.3633,8
7.14136,0.534788,0.253743,1.04289,0.0288782,29.9183,86.2296,0.993009,3.16277,0.322584,9.08404,4
6.87267,0.220683,0.328879,5.58873,0.0429415,21.4604,118.942,0.992846,3.17624,0.551473,11.1762,5
6.41196,0.309435,0.277321,1.58753,0.0362146,11.3072,114.937,0.991672,3.31855,0.514694,10.4467,8
6.55308,0.392901,0.22245,4.97003,0.0507853,25.2828,149.853,0.993284,3.23042,0.35237,10.0621,6
7.51597,0.181752,0.390706,1.50735,0.0552341,24.6975,94.179,0.994443,3.28198,0.452487,10.2565,5
8.16394,0.261328,0.329639,2.48738,0.0520339,10.8604,68.5941,0.994169,2.89683,0.489608,9.52735,6
6.94917,0.192672,0.316332,19.4539,0.046208,38.0775,168.828,0.999567,2.92429,0.517553,9.11863,8
6.50506,0.287719,0.313857,1.79266,0.0362287,23.5442,78.8523,0.990396,3.27139,0.695556,11.4077,8
6.4013,0.164174,0.440985,1.15231,0.0513783,37.4754,122.012,0.990401,3.11728,0.753256,11.2445,8
7.07981,0.250086,0.280302,1.13198,0.0401443,30.9765,113.747,0.991646,3.17014,0.519715,11.065,6
6.80841,0.179157,0.278509,10.1364,0.039777,29.5204,110.264,0.99427,3.1088,0.445368,10.9369,8
6.4499,0.213734,0.49804,11.7186,0.0442243,45.2321,154.763,0.997075,3.14373,0.43143,8.76397,6
7.17052,0.231862,0.389801,13.8111,0.0572045,51.0787,187.908,0.997834,2.9777,0.481702,8.95382,8
6.87557,0.300221,0.213216,15.586,0.0556411,48.1862,158.583,0.998043,3.11511,0.488287,9.06933,6
6.86588,0.268462,0.267808,16.3236,0.0485812,56.7182,191.68,0.998437,3.1534,0.499357,9.28463,6
6.5206,0.18352,0.331465,1.3538,0.0285122,34.0261,138.326,0.991201,3.35734,0.590665,11.5199,8
7.98424,0.317873,0.254565,0.696871,0.0493891,10.8415,88.0825,0.994693,3.23235,0.366572,9.41368,4
7.68028,0.298587,0.243912,2.13895,0.0696047,26.3768,135.699,0.993848,3.10949,0.62106,9.82712,6
6.7023,0.333884,0.255761,1.73185,0.0392893,57.3556,138.276,0.98942,3.00806,0.465608,12.2765,8
8.19311,0.257491,0.339146,2.2019,0.0544109,11.3283,72.0634,0.994271,2.89334,0.49569,9.46018,6
7.16643,0.206506,0.358378,2.48491,0.0283316,23.2182,103.489,0.990456,3.15351,0.376163,11.3303,8
6.41924,0.278615,0.435006,6.74833,0.0492299,47.992,177.588,0.995412,3.15398,0.48216,9.13061,6
7.41552,0.280368,0.395653,11.9498,0.0325365,10.7865,92.2527,0.996304,3.01289,0.459734,10.7502,4
6.29198,0.271958,0.232368,3.08688,0.0473458,12.8762,96.3074,0.993667,3.28106,0.43938,9.74358,6
6.73089,0.109169,0.35776,2.64157,0.0385272,42.8778,122.075,0.992123,3.07749,0.672298,10.1513,8
6.10688,0.222741,0.3772,3.18267,0.144203,10.9425,67.0068,0.990699,2.93766,0.635601,11.5101,5
7.46054,0.334019,0.253703,2.36996,0.0404684,28.4985,119.305,0.99153,3.09253,0.523567,11.7436,8
5.79073,0.431508,0.299286,5.79798,0.0390299,25.7488,98.4724,0.991946,3.53423,0.612578,12.2866,8
6.43162,0.364526,0.119125,5.86405,0.0537554,5.93331,93.7439,0.994959,3.0503,0.459777,8.35484,4
7.7343,0.281437,0.296628,0.875324,0.0400801,18.6473,77.4104,0.992061,3.02207,0.555088,10.7341,6
6.40675,0.285129,0.298265,1.70888,0.0522684,32.1003,127.916,0.992675,3.47754,0.554408,10.4938,8
6.42273,0.462331,0.0847572,4.63728,0.0456248,35.1991,143.508,0.994347,3.08804,0.555356,9.96586,6
6.07244,0.315716,0.238853,1.23918,0.0371021,37.2869,124.652,0.989813,3.29267,0.41422,12.5287,8
6.65038,0.271227,0.249735,7.86302,0.0541586,54.6461,200.253,0.996168,3.2274,0.433222,9.26756,6
7.16605,0.313223,0.367538,2.20407,0.0337703,37.2374,112.662,0.99057,3.09914,0.710656,12.2774,8
10.0148,0.903639,0.430149,1.74244,0.0549928,33.5619,180.608,0.996772,3.10676,0.452081,9.9085,4
6.06206,0.278716,0.241613,19.8215,0.0734103,33.7018,172.651,0.999161,3.20166,0.444745,9.32984,5
6.97104,0.323815,0.317094,6.51491,0.0303563,36.7901,117.83,0.992396,3.38014,0.582186,12.2388,8
6.93593,0.257416,0.486348,1.28784,0.0575271,39.5141,168.353,0.996754,3.64863,0.527704,9.32254,4
6.23958,0.224445,0.336915,4.87212,0.0318055,35.9102,90.7951,0.99019,3.27068,0.357405,13.5121,8
6.56316,0.304094,0.28053,4.00289,0.0382336,36.9679,97.9493,0.990488,3.19912,0.600884,12.5226,7
7.22781,0.260034,0.397229,5.98953,0.0459915,51.8305,176.679,0.995663,3.19701,0.525602,9.46847,5
5.13587,0.322399,0.21516,1.70354,0.026089,17.5795,93.6355,0.989121,3.50639,0.376717,12.3773,8
5.01627,0.301839,0.122534,1.70953,0.0352564,17.4377,72.9074,0.990028,3.42632,0.512245,12.2382,6
6.71927,0.210422,0.361212,8.69806,0.0203461,19.1297,85.3756,0.991401,3.1726,0.214987,13.3672,8
6.93488,0.337168,0.261307,5.05698,0.027443,46.0395,143.127,0.992393,3.25121,0.439947,11.2277,8
7.94903,0.332871,0.310033,4.78329,0.0407295,29.4594,178.877,0.991791,2.92504,0.741351,12.2786,5
6.15472,0.21614,0.400562,1.91061,0.0295558,24.9018,108.71,0.98966,3.02003,0.311478,11.7852,8
7.45373,0.217684,0.277368,7.62349,0.0308721,41.7438,146.63,0.99305,3.13883,0.385044,11.7512,8
7.68957,0.155517,0.39971,1.4797,0.0494941,59.8599,173.23,0.992946,3.24328,0.666921,11.2,8
7.20691,0.151411,0.392323,1.43725,0.0436231,20.778,158.296,0.994595,3.51659,0.46838,10.0319,6
5.95463,0.292345,0.277263,2.24531,0.0428758,19.4631,116.57,0.989313,3.30231,0.402325,12.761,8
6.51506,0.258283,0.391004,1.80063,0.0196147,12.1341,67.1065,0.990697,3.26212,0.75446,11.3245,8
6.04399,0.280575,0.514717,6.15442,0.0270541,36.924,102.816,0.991881,3.28487,0.501161,11.7761,8
6.76519,0.205593,0.268584,17.9944,0.0404427,41.2026,149.606,1.00009,3.3098,0.364933,8.62308,6
6.61266,0.201142,0.290305,5.03294,0.0304648,42.0558,104.954,0.991093,2.92377,0.426407,11.4833,8
6.60084,0.270523,0.490755,7.65341,0.0498247,62.671,219.26,0.995875,3.172,0.447932,9.41243,5
7.03611,0.364545,0.347741,2.45991,0.0479172,66.5654,162.374,0.991767,3.04722,0.566331,11.2425,5
7.6172,0.281924,0.491212,20.1429,0.0582055,29.0487,146.673,1.00185,3.00622,0.44281,8.55676,6
6.50855,0.304381,0.320602,2.00248,0.0430756,34.258,88.507,0.991933,3.36754,0.667579,10.9776,8
6.4575,0.232531,0.361903,2.26495,0.0274268,36.6439,136.427,0.989588,3.29475,0.360682,12.4419,8
5.87809,0.420319,0.364114,2.26114,0.0342602,18.3581,75.3114,0.992099,3.24304,0.472004,10.9733,6
6.79253,0.181034,0.35054,5.30508,0.0556721,52.3349,141.635,0.992647,3.09119,0.535335,11.0278,8
7.57845,0.479857,0.308446,9.50925,0.0454073,6.44267,192.412,0.996896,3.07068,0.609752,9.42175,6
5.26485,0.258131,0.227234,4.95634,0.0343671,48.2774,164.373,0.995237,3.82,0.510204,10.5789,8
7.58778,0.375615,0.190557,3.31398,0.0451123,9.0682,116.691,0.994425,3.13208,0.42016,9.46102,6
6.69689,0.475726,0.323431,1.08568,0.0205956,21.3689,120.616,0.98887,3.14756,0.529899,12.6523,8
6.57387,0.435303,0.318841,3.00411,0.092358,12.3754,71.5307,0.989303,3.09129,0.630732,12.7282,5
8.26351,0.246476,0.335019,2.41253,0.0525507,10.9133,67.5874,0.994197,2.89078,0.466518,9.4948,6
7.06323,0.460286,0.4019,6.11229,0.0400104,44.2895,163.488,0.992656,3.20607,0.352194,12.1767,8
6.16398,0.31166,0.215351,5.71905,0.0422973,51.0718,216.682,0.994103,3.14328,0.602506,9.99251,6
6.27587,0.119604,0.358711,2.04561,0.0442433,45.8791,148.026,0.991313,3.25538,0.738287,11.3659,8
7.47212,0.16697,0.33242,1.16007,0.0407215,46.414,121.361,0.992034,3.03489,0.682332,10.5055,8
7.48202,0.160821,0.318785,7.1476,0.057419,31.309,130.932,0.995249,3.28386,0.339815,9.66427,6
7.90474,0.341029,0.510407,15.1479,0.0461785,54.4045,166.997,0.998788,3.08201,0.519005,9.10109,6
7.10491,0.218094,0.322365,16.8082,0.0569264,49.1112,154.826,0.999634,3.37158,0.383308,9.48006,5
7.55777,0.390157,0.26531,5.31837,0.0296319,33.9305,103.292,0.991622,3.22788,0.625125,12.3759,8
7.89533,0.222791,0.367549,7.99575,0.0435907,45.9015,155.224,0.993372,3.112,0.324331,11.445,8
7.50306,0.320372,0.240446,4.44708,0.0512386,7.09658,135.449,0.996024,3.13452,0.500886,9.13982,3
6.03349,0.149198,0.30266,6.74518,0.0441864,42.4115,153.299,0.995042,3.62952,0.459983,10.5218,6
5.68125,0.458113,0.455861,1.41243,0.0385296,31.4334,171.015,0.993131,3.12642,0.457228,8.7172,6
7.86311,0.28947,0.361544,7.2333,0.0435562,37.5543,162.902,0.9939,3.26117,0.370908,11.1874,7
7.66201,0.314094,0.350891,1.30854,0.0915316,25.1854,139.853,0.994154,3.18175,0.433299,9.76989,6
6.11789,0.408752,0.141269,10.026,0.0367092,17.5002,117.58,0.996164,3.37438,0.45508,10.0249,6
6.29944,0.241596,0.286655,13.818,0.0365152,53.0574,133.235,0.995674,3.17386,0.383702,10.7415,5
7.38545,0.152128,0.307428,13.4324,0.0565132,32.0076,170.804,0.998355,2.89356,0.444111,8.69295,8
6.36851,0.622025,0.111254,4.71046,0.0591015,33.611,197.298,0.995431,3.2125,0.469145,8.72099,6
4.67148,0.671808,0.0880011,1.22651,0.0210283,6.33769,7.07937,0.987358,3.30006,0.352766,13.5742,6
6.7352,0.218044,0.253837,1.46579,0.0415964,29.123,180.946,0.990813,3.03893,0.359829,11.2394,6
7.37278,0.198733,0.269654,14.1745,0.0585575,44.4721,155.899,0.998046,2.92811,0.412585,8.80819,7
5.80211,0.13599,0.14096,5.96665,0.0427329,27.8823,124.959,0.99364,3.05105,0.60119,9.97272,5
6.8258,0.273636,0.4302,11.5317,0.0406684,55.6354,223.929,0.996898,3.2189,0.564688,9.41434,6
6.14095,0.386058,0.143137,3.78396,0.0597358,27.6559,111.088,0.993623,3.06574,0.336902,9.13459,4
7.09712,0.272279,0.279394,8.05412,0.0288735,25.4908,188.733,0.993682,3.15793,0.461073,12.282,8
6.88048,0.335613,0.254511,4.84478,0.0283536,46.9414,141.579,0.992177,3.24667,0.423652,11.2224,8
6.45745,0.319251,0.227309,8.12484,0.0508823,20.4175,140.11,0.994182,3.03248,0.415639,10.7788,6
7.91316,0.298614,0.586528,2.18096,0.0476986,12.8518,109.387,0.993261,3.22711,0.489129,11.9492,6
6.84186,0.240448,0.498023,1.07409,0.031272,35.2467,145.113,0.993348,3.45722,0.575514,10.7961,8
6.99716,0.245383,0.341538,2.70292,0.0358364,35.4005,97.9749,0.99064,3.17803,0.440206,12.1495,5
6.31834,0.212993,0.284962,2.45609,0.041556,39.1797,100.448,0.989877,3.13747,0.369193,11.5401,8
7.62818,0.305994,0.493008,4.13541,0.0439173,26.6942,129.011,0.991104,3.0899,0.66592,12.7844,8
5.78901,0.288243,0.335195,3.8939,0.0301873,39.3965,96.1472,0.989627,3.3985,0.394265,12.798,8
6.84423,0.259656,0.258408,10.0856,0.0402633,37.584,182.844,0.997802,3.47135,0.582191,10.2271,8
